P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,Major
3,2,5,4,3,4,3,4,5,3,4,2,3,5,4,3,4,2,3,5,Hubungan Internasional
4,3,4,2,3,5,4,3,5,4,3,4,2,3,5,4,3,4,2,3,Hubungan Internasional
5,4,3,4,2,3,5,4,3,4,3,4,2,3,5,4,3,4,2,5,Hubungan Internasional
4,3,4,2,3,5,4,3,5,4,3,4,2,3,5,4,3,4,2,3,Hubungan Internasional
3,5,4,3,4,2,3,4,5,4,3,4,2,3,5,4,3,4,2,3,Hubungan Internasional
5,4,3,4,2,3,5,4,3,4,3,4,2,3,5,4,3,4,2,5,Hubungan Internasional
4,3,4,2,3,5,4,3,5,4,3,4,2,3,5,4,3,4,2,3,Hubungan Internasional
3,5,4,3,4,2,3,4,5,4,3,4,2,3,5,4,3,4,2,3,Hubungan Internasional
5,4,3,4,2,3,5,4,3,4,3,4,2,3,5,4,3,4,2,5,Hubungan Internasional
4,3,4,2,3,5,4,3,5,4,3,4,2,3,5,4,3,4,2,3,Hubungan Internasional
3,5,4,3,4,2,3,4,5,4,3,4,2,3,5,4,3,4,2,3,Hubungan Internasional
4,5,3,4,2,4,3,5,4,3,2,5,4,3,4,2,3,5,4,3,Hubungan Internasional
3,4,2,5,4,3,4,3,4,5,1,3,4,2,3,5,4,3,4,5,Hubungan Internasional
5,3,4,2,3,5,4,3,3,2,4,3,5,4,2,3,4,5,3,4,Hubungan Internasional
2,3,5,4,3,4,2,3,5,4,2,3,5,4,3,3,4,5,4,3,Hubungan Internasional
4,3,4,5,2,3,4,2,3,5,4,3,4,2,3,5,4,3,4,5,Hubungan Internasional
3,4,5,1,3,4,2,3,5,4,3,4,2,3,5,4,3,4,5,2,Hubungan Internasional
2,3,4,3,4,5,2,3,4,2,3,5,4,3,4,5,4,3,3,4,Hubungan Internasional
4,5,2,3,4,3,4,5,1,3,4,2,3,5,4,3,4,5,2,3,Hubungan Internasional
3,4,2,3,5,4,3,3,2,4,3,5,4,2,3,4,5,3,4,2,Hubungan Internasional
5,2,3,4,2,3,5,4,3,4,2,3,5,4,3,3,4,5,4,3,Hubungan Internasional
4,3,4,5,2,3,4,2,3,5,4,3,4,2,3,5,4,3,4,5,Hubungan Internasional
3,4,5,2,3,4,3,4,5,1,3,4,2,3,5,4,3,4,5,3,Hubungan Internasional
4,3,5,4,2,5,4,3,4,2,3,5,4,3,4,2,5,4,3,4,Hubungan Internasional
3,2,5,4,3,4,3,4,5,3,4,2,3,5,4,3,4,2,3,5,Hubungan Internasional
4,3,4,2,3,5,4,3,5,4,3,4,2,3,5,4,3,4,2,3,Hubungan Internasional
5,4,3,4,2,3,5,4,3,4,3,4,2,3,5,4,3,4,2,5,Hubungan Internasional
4,3,4,2,3,5,4,3,5,4,3,4,2,3,5,4,3,4,2,3,Hubungan Internasional
3,5,4,3,4,2,3,4,5,4,3,4,2,3,5,4,3,4,2,3,Hubungan Internasional
5,4,3,4,2,3,5,4,3,4,3,4,2,3,5,4,3,4,2,5,Hubungan Internasional
4,3,4,2,3,5,4,3,5,4,3,4,2,3,5,4,3,4,2,3,Hubungan Internasional
3,5,4,3,4,2,3,4,5,4,3,4,2,3,5,4,3,4,2,3,Hubungan Internasional
5,4,3,4,2,3,5,4,3,4,3,4,2,3,5,4,3,4,2,5,Hubungan Internasional
4,3,4,2,3,5,4,3,5,4,3,4,2,3,5,4,3,4,2,3,Hubungan Internasional
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,3,4,5,4,3,3,4,4,3,3,4,4,4,4,5,5,Psikologi
4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,2,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,2,5,4,3,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,Psikologi
4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,Psikologi
4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,4,3,4,5,Psikologi
3,4,5,3,4,5,4,3,5,4,3,4,5,4,3,5,4,3,4,5,Psikologi
4,3,5,4,3,5,4,3,5,4,3,4,5,4,3,5,4,3,4,5,Psikologi
5,4,3,5,4,3,5,4,3,5,4,3,4,5,4,3,5,4,3,4,Psikologi
3,4,5,3,4,5,4,3,5,4,3,4,5,4,3,5,4,3,4,5,Psikologi
4,3,5,4,3,5,4,3,5,4,3,4,5,4,3,5,4,3,4,5,Psikologi
5,4,3,5,4,3,5,4,3,5,4,3,4,5,4,3,5,4,3,4,Psikologi
3,4,5,3,4,5,4,3,5,4,3,4,5,4,3,5,4,3,4,5,Psikologi
4,3,5,4,3,5,4,3,5,4,3,4,5,4,3,5,4,3,4,5,Psikologi
5,4,3,5,4,3,5,4,3,5,4,3,4,5,4,3,5,4,3,4,Psikologi
3,4,5,3,4,5,4,3,5,4,3,4,5,4,3,5,4,3,4,5,Psikologi
4,3,5,4,3,5,4,3,5,4,3,4,5,4,3,5,4,3,4,5,Psikologi
5,4,3,5,4,3,5,4,3,5,4,3,4,5,4,3,5,4,3,4,Psikologi
3,4,5,3,4,5,4,3,5,4,3,4,5,4,3,5,4,3,4,5,Psikologi
4,3,5,4,3,5,4,3,5,4,3,4,5,4,3,5,4,3,4,5,Psikologi
5,4,3,5,4,3,5,4,3,5,4,3,4,5,4,3,5,4,3,4,Psikologi
3,4,5,3,4,5,4,3,5,4,3,4,5,4,3,5,4,3,4,5,Psikologi
4,3,5,4,3,5,4,3,5,4,3,4,5,4,3,5,4,3,4,5,Psikologi
5,4,3,5,4,3,5,4,3,5,4,3,4,5,4,3,5,4,3,4,Psikologi
3,4,5,3,4,5,4,3,5,4,3,4,5,4,3,5,4,3,4,5,Psikologi
4,3,5,4,3,5,4,3,5,4,3,4,5,4,3,5,4,3,4,5,Psikologi
5,4,3,5,4,3,5,4,3,5,4,3,4,5,4,3,5,4,3,4,Psikologi
3,4,5,3,4,5,4,3,5,4,3,4,5,4,3,5,4,3,4,5,Psikologi
4,3,5,4,3,5,4,3,5,4,3,4,5,4,3,5,4,3,4,5,Psikologi
4,3,5,4,3,3,4,5,3,4,5,4,3,2,4,4,3,2,4,5,Ilmu Politik 
3,4,5,3,4,4,3,5,4,3,4,5,3,4,4,3,2,4,5,4,Ilmu Politik 
3,4,3,5,4,3,3,4,4,3,5,4,3,4,5,4,3,2,4,5,Ilmu Politik 
4,3,3,4,4,3,5,4,3,4,5,3,4,4,3,2,4,5,4,3,Ilmu Politik 
3,3,4,4,3,5,4,3,4,5,3,4,4,3,2,4,5,4,3,3,Ilmu Politik 
4,3,3,4,4,3,5,4,3,4,5,3,4,4,3,2,4,5,4,3,Ilmu Politik 
3,4,4,3,5,4,3,4,5,3,4,4,3,2,4,5,4,3,3,4,Ilmu Politik 
4,4,3,5,4,3,4,5,3,4,4,3,2,4,5,4,3,3,4,4,Ilmu Politik 
3,5,4,3,4,5,3,4,4,3,2,4,5,4,3,3,4,4,3,5,Ilmu Politik 
4,3,4,5,3,4,4,3,2,4,5,4,3,3,4,4,3,5,4,3,Ilmu Politik 
